Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
03/24/2020,0.121527778,03/24/2020,0.284722222,4,6,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,51026,,
03/25/2020,0.438194444,Unknown,Unknown,#VALUE!,#VALUE!,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
03/26/2020,0.895138889,03/26/2020,0.907638889,0,3,Ohio:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,19,11964,,
03/27/2020,0.545833333,03/27/2020,0.581944444,0,3,"Delaware: Kent County, New Castle County, Sussex County; Maryland: Cecil County, Harford County, Talbot County, Kent County, Queen Anne&#39;s County, Dorchester County, Wicomico County, Worcester County, Somerset County;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/27/2020,0.545833333,03/27/2020,0.581944444,0,3,"New Jersey: Atlantic County, Cape May County, Cumberland County, Gloucester County, Salem County;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/29/2020,0.852083333,03/29/2020,0.961111111,3,3,Mississippi: Panola County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,4,1558,,
03/31/2020,0.489583333,03/31/2020,0.833333333,9,+6,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,412,57744,,
04/01/2020,0.904861111,04/01/2020,0.929166667,1,3,Illinois: Williamson County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
04/02/2020,0.778472222,04/02/2020,0.807638889,1,3,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
04/02/2020,0.567361111,04/02/2020,0.613194444,1,3,Nebraska: York County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,5,Unknown,,
04/02/2020,0.864583333,Unknown,Unknown,#VALUE!,#VALUE!,Washington: Wallula,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,Unknown,Unknown,,
04/03/2020,0.384027778,Unknown,Unknown,#VALUE!,#VALUE!,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/05/2020,0.104166667,04/05/2020,0.125694444,1,3,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
04/05/2020,0.656944444,04/05/2020,0.732638889,2,3,California: Stanislaus County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,Natural Disaster,7,6814,,
04/07/2020,0.985416667,04/07/2020,0.990277778,0,3,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
04/08/2020,0.914583333,04/09/2020,0.374305556,35,+6,Ohio: Kentucky:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,78314,,
04/08/2020,0.91875,04/09/2020,0.316666667,33,+6,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,93000,,
04/08/2020,0.05625,04/08/2020,0.163888889,2,3,Ohio:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,82509,,
04/09/2020,0.809027778,04/10/2020,0.145833333,32,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,95000,,
04/09/2020,0.819444444,04/11/2020,0.916666667,75,+6,Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,340000,,
04/09/2020,0.315277778,04/09/2020,0.736111111,10,+6,Wisconsin: Dane County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
04/10/2020,0.416666667,04/10/2020,0.679861111,6,6,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
04/10/2020,0.666666667,Unknown,Unknown,#VALUE!,#VALUE!,Nevada: White Pine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/11/2020,0.475,04/11/2020,0.4875,0,3,Wyoming:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
04/11/2020,0.736111111,04/11/2020,0.74375,0,3,Utah: Salt Lake City,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Suspicious Activity,Suspicious Activity,Unknown,Unknown,,
04/12/2020,0.864583333,Unknown,Unknown,#VALUE!,#VALUE!,Arkansas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,95318,,
04/12/2020,0.541666667,04/12/2020,0.810416667,6,6,"Louisiana: Acadia Parish, Iberville Parish, Jefferson Davis Parish, Concordia Parish, Winn Parish, Catahoula Parish, Terrebonne Parish, St. Mary Parish;",SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Severe Weather,Natural Disaster,122,37991,,
04/12/2020,0.854166667,04/14/2020,0.375,61,+6,Arkansas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,51000,,
04/12/2020,0.894444444,04/15/2020,0.5,87,+6,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,104000,,
04/12/2020,0.708333333,04/14/2020,0.059027778,56,+6,Mississippi: Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,448,62828,,
04/12/2020,0.759027778,04/13/2020,0.640972222,45,+6,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,63289,,
04/13/2020,0.145833333,04/14/2020,0.7625,63,+6,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,216400,,
04/13/2020,0.03125,04/13/2020,0.125,3,3,Tennessee: Hamilton County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,120000,,
04/13/2020,0.338888889,Unknown,Unknown,#VALUE!,#VALUE!,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,72233,,
04/13/2020,0.434027778,04/13/2020,0.788194444,8,+6,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,95000,,
04/13/2020,0.545138889,04/14/2020,0.666666667,51,+6,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,68476,,
04/13/2020,0.313194444,04/13/2020,0.583333333,7,+6,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,Unknown,,
04/16/2020,0.479166667,04/16/2020,0.65625,4,6,Georgia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/18/2020,0.818055556,Unknown,Unknown,#VALUE!,#VALUE!,Nevada: Washoe County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/19/2020,0.051388889,04/20/2020,0.4875,58,+6,North Dakota: Burleigh County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
04/20/2020,0.529166667,04/20/2020,0.560416667,1,3,South Dakota: Deuel County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/20/2020,0.040972222,04/20/2020,0.361111111,8,+6,Alabama: Mississippi: Georgia: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,552,77341,,
04/23/2020,0.1875,04/23/2020,0.291666667,3,3,Mississippi: Arkansas: Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,55184,,
04/23/2020,0.333333333,04/23/2020,0.986111111,15,+6,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,375,52163,,
04/24/2020,0.916666667,Unknown,Unknown,#VALUE!,#VALUE!,Nevada: White Pine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/24/2020,0.875,04/24/2020,0.897916667,0,3,"California: Placer County, Nevada County;",WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,System Operations,Equipment Failure,5,945,,
04/25/2020,0.892361111,04/25/2020,0.913888889,0,3,Oregon: Multnomah County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
04/26/2020,0.068055556,Unknown,Unknown,#VALUE!,#VALUE!,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,49999,,
04/28/2020,0.834027778,04/28/2020,0.972916667,3,3,Texas: Jefferson County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,14,1,,
04/29/2020,0.25,04/29/2020,0.521527778,6,6,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,77933,,
04/29/2020,0.246527778,04/29/2020,0.791666667,14,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,146660,,
04/30/2020,0.625,Unknown,Unknown,#VALUE!,#VALUE!,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,78007,,
